fichier_gpx,route_url,road_km,cycleway_km,street_km,unknown_km,path_km,off-grid_(unknown)_km,singletrack_km,access_road_km,asphalt_km,paved_km,cobblestones_km,unpaved_km,state_road_km,alpine_km,compacted_gravel_km,alpine_path_km
2022 Vuelta a Guatemala Stage 3.gpx,https://www.komoot.com/tour/2986989805,6.23,0.0,0.31,0.0,0.0,0.0,0.0,0.0,102.0,1.88,0.0,3.13,100.0,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 4.gpx,https://www.komoot.com/tour/2986990682,93.6,0.0,1.17,0.0,0.0,0.0,0.0,0.0,91.7,11.5,3.17,8.39,19.9,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 5.gpx,https://www.komoot.com/tour/2986991606,9.1,0.0,4.99,1.22,0.0,0.0,0.0,0.0,92.1,39.5,0.0,0.0,119.0,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 6.gpx,https://www.komoot.com/tour/2986992581,18.6,0.0,6.34,4.74,0.0,0.305,0.0,0.0,134.0,6.21,0.706,0.0,121.0,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 7.gpx,https://www.komoot.com/tour/2986994590,102.0,0.0,0.4,1.36,0.0,1.36,0.0,0.0,119.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 8.gpx,https://www.komoot.com/tour/2986995964,67.9,0.0,3.57,0.65,0.0,1.23,0.0,0.0,127.0,2.5,0.236,0.238,58.9,0.0,0.0,0.0
2022 Vuelta a Guatemala Stage 9.gpx,https://www.komoot.com/tour/2986997430,15.9,0.0,0.381,0.0,0.0,0.0,0.0,0.0,89.2,38.4,1.52,0.0,113.0,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 1.gpx,https://www.komoot.com/tour/2986998687,96.4,0.0,6.58,25.2,0.0,25.2,0.0,0.0,97.8,5.17,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 2.gpx,https://www.komoot.com/tour/2986999551,14.6,0.0,0.718,0.0,0.0,0.0,0.0,0.0,169.0,0.718,0.0,0.0,154.0,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 3.gpx,https://www.komoot.com/tour/2987000212,0.0,0.0,0.288,0.171,0.0,0.171,0.0,0.0,129.0,0.288,0.0,0.0,129.0,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 4.gpx,https://www.komoot.com/tour/2987001283,3.34,0.0,16.0,0.0,0.0,0.0,0.0,0.0,90.0,15.8,0.0,0.0,86.4,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 5.gpx,https://www.komoot.com/tour/2987001969,0.203,0.0,3.92,87.9,0.0,88.4,0.0,0.0,8.63,3.92,0.0,0.0,8.43,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 6.gpx,https://www.komoot.com/tour/2987002686,62.0,0.0,2.45,31.8,0.0,31.8,0.0,0.0,74.6,9.33,0.0,0.0,19.4,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 7.gpx,https://www.komoot.com/tour/2987003571,2.63,0.0,5.33,24.5,0.0,24.5,0.0,0.0,83.3,6.76,0.0,0.0,82.1,0.0,0.0,0.0
2022 Vuelta al Tachira en Bicicleta Stage 8.gpx,https://www.komoot.com/tour/2987004775,98.7,0.0,20.3,1.8,0.0,0.301,0.0,0.0,105.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 1.gpx,https://www.komoot.com/tour/2987005622,24.9,11.1,7.31,112.0,1.21,106.0,0.0,0.175,27.6,25.3,0.0,2.33,16.3,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 2.gpx,https://www.komoot.com/tour/2987006384,96.4,0.642,1.26,43.4,0.0,43.3,0.0,0.0,13.6,129.0,0.0,0.0,44.2,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 3.gpx,https://www.komoot.com/tour/2987007079,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 4.gpx,https://www.komoot.com/tour/2987007953,50.0,22.9,2.72,86.9,1.75,85.1,0.0,0.175,25.3,52.4,1.29,0.0,3.32,0.0,0.0,0.0
2022 Vuelta del Porvenir San Luis Stage 5.gpx,https://www.komoot.com/tour/2987009037,105.0,0.0,3.24,17.6,1.26,16.4,0.0,0.0,98.3,3.91,6.47,0.0,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 1.gpx,https://www.komoot.com/tour/2987010250,33.9,9.33,8.87,49.5,0.0,0.0,0.0,0.0,86.0,4.27,11.3,0.0,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 2.gpx,https://www.komoot.com/tour/2987011510,94.3,57.0,3.04,3.78,0.0,2.86,0.577,0.258,141.0,36.6,2.75,0.278,0.227,0.0,0.0,0.0
2022 ZLM Tour Stage 3.gpx,https://www.komoot.com/tour/2987012787,82.1,73.9,7.13,2.43,0.883,2.18,0.0,0.0,158.0,28.1,3.31,0.815,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 4.gpx,https://www.komoot.com/tour/2987014055,105.0,47.3,8.15,3.81,2.37,3.74,0.0,0.0,128.0,44.4,19.7,2.33,0.0,0.0,0.0,0.0
2022 ZLM Tour Stage 5.gpx,https://www.komoot.com/tour/2987015479,102.0,41.7,1.3,1.83,0.44,1.72,0.0,0.0,75.7,79.6,3.28,0.418,0.0,0.0,0.0,0.0
